UniProt IDs,Clusters,DPC_0h_1,DPC_0h_2,DPC_0h_3,DPC_0h_4,DPC_3h_1,DPC_3h_2,DPC_3h_3,DPC_3h_4,DPC_6h_1,DPC_6h_2,DPC_6h_3,DPC_6h_4,DPC_9h_1,DPC_9h_2,DPC_9h_3,DPC_9h_4,DPC_12h_1,DPC_12h_2,DPC_12h_3,DPC_12h_4,DPC_18h_1,DPC_18h_2,DPC_18h_3,DPC_18h_4,DPC_24h_1,DPC_24h_2,DPC_24h_3,DPC_24h_4,DPC_36h_1,DPC_36h_2,DPC_36h_3,DPC_36h_4
P05387,24,17636.35156,12934.85938,15397.51465,17991.87305,15001.18457,17055.51758,13811.7666,19638.34961,27446.4082,30523.66602,23465.56445,31264.72656,41509.22656,32999.82031,35413.74609,35233.50391,31665.68359,39041.40625,43226.94531,43433.875,57481.84766,55062.73828,46154.46484,56493.05859,55186.76172,60981.44141,61694.11719,54076.78516,73283.51563,92862.91406,76594.125,91038.40625
P05388,21,11255.52637,12945.3584,11476.60645,11377.14844,16201.13086,13834.41016,14595.05371,15567.91895,24372.03711,24995.83203,25804.1875,25949.48438,21759.34375,24282.02148,27391.87109,27059.99805,20461.00391,19479.39453,18285.0625,20464.92188,26254.99805,23501.43359,24842.55273,21671.33203,34103.19922,39533.60547,31350.87305,32160.60352,80152.19531,82570.22656,78995.76563,71277.11719
P05412,38,6118.583496,12126.48828,12191.96094,9964.685547,14450.53906,8216.908203,11643.55762,9242.237305,13280.28711,12826.74121,14110.4541,13375.93359,21553.50195,19349.26367,20068.18555,22438.61719,38418.625,28974.68359,34369.86719,29290.32422,56859.42188,54531.09766,52991.97266,54642.76172,57782.50781,61581.39453,70576.36719,58305.81641,69022.14063,64336.96094,58875.66797,71420.125
P05413,9,119708.1875,113876.4922,120811.2813,122902.2813,106187.0234,103460.8594,111079.1641,113992.7891,138524.0938,141449.4844,141283.4688,141566.1719,141901.75,140601.8594,143969.9219,145268.875,99577.28125,97589.8125,103852.2344,101328.4375,102602.1406,105013.8984,103746.6016,102831.9844,92258.5,106380.3359,104841.9609,94910.17188,122775.4297,127033.9375,133412.75,128445.1484
P05423,53,26631.30078,28572.11719,26041.90625,30556.25781,28062.22461,28684.04492,27157.66992,29335.45117,29651.27344,27991.92773,26672.56445,25496.11914,28432.71289,25265.46484,26769.5918,27495.23047,27438.07813,21596.84961,24715.92578,19656.56641,22119.5293,15042.12109,22809.24805,22111.9375,17309.9668,13618.2832,20792.79102,18080.5957,18125.18945,18679.88281,14627.84473,16668.4668
P05455,27,45927.21484,43236.8125,44115.73828,44841.88672,41855.30078,38056.32422,40711.17578,37083.98438,48406.89453,49805.07031,48669.17578,48292.19531,47122.42188,47596.03906,49126.0625,45898.41016,48768.45313,41393.71484,38685.29688,42556.55078,48780.92969,45331.51172,49556.55469,49194.96484,52897.25781,54329.73828,56277.19531,53133.9375,55096.875,54257.82031,54796.41016,52196.9375
P05549,6,17569.81641,22199.11719,20616.30078,20843.55469,18165.14648,21826.33203,23235.83789,21299.46289,23319.30469,17094.90039,18376.83984,18030.20898,21198.00586,21251.26758,20679.83008,21486.25977,16036.73438,10747.38184,18465.99609,17026.99609,13996.86719,9783.87793,17026.72656,11843.51172,16714.29297,16877.82617,15216.45801,12306.44531,16415.01758,14413.77734,13745.61328,12979.33496
P05556,29,19782.82813,18195.20703,17503.16797,19891.375,15984.81348,19691.96484,16156.78418,17490.94531,18994.07422,20900.63086,21758.11719,20871.39258,18122.46289,18226.16602,22300.33984,18328.04102,15051.21777,12642.04297,10872.17285,12907.33691,7478.294922,7946.949707,9730.84375,7525.383301,6705.319336,9243.873047,8916.257813,7469.625488,11137.48828,11963.84277,7539.577148,7994.257324
P05783,51,380866.375,324208.4375,346906.3438,366074.2188,424659.1875,373144.6875,390489.4375,386902.7188,322919.2813,315175.6875,294895.5313,313559.0625,342723.0313,311264.6875,318641.7813,303748.4063,401739.875,372735.0313,323166.625,356283.0625,386719.8125,379467.9063,391437.1563,387786.8125,369403.75,431911.5313,435453.9063,365642.2813,395438.7188,350757.4063,399529.5938,372702.1563
P05787,51,541541.8125,454840.1563,481827.8125,490285,603983.9375,549133.1875,564516.6875,543020.75,468772.4375,473962.2188,458993.0938,474073.9375,503522.1563,464764.5625,483854.0938,460523.8125,597782.625,549905.9375,501506.1563,526131.5625,577421.125,584040.0625,585768.6875,560170.8125,577411.0625,625960.0625,628041.25,572054.625,580931.375,510921.3125,580756.625,537868.0625
P06132,50,22529.75391,18788.83398,21198.42969,37631.01953,19801.92773,35881.83984,21312.18945,10444.73242,19764.69141,18518.97656,19836.91406,29918.59961,20922.41797,16526.12305,19781.95117,25337.19531,22512.37695,15260.94434,21500.58203,14161.25391,12435.62402,19082.36914,13542.69141,18583.44727,20773.43359,16255.43652,20200.05664,13139.86621,19508.11523,20812.25586,13543.97852,11403.0752
P06213,6,23184.39844,21122.46289,18290.02734,20368.68359,19298.71289,17995.91211,20665.08008,17637.23047,24653.36133,22679.70117,26919.8457,27225.98438,13745.58887,21072.29102,25325.87305,22619.66992,10934.75391,7364.91748,11138.5625,15606.05078,5598.191895,2287.627441,9037.710938,7314.879395,11823.27246,14130.44141,15617.75586,11489.2168,18831.80664,17617.92773,5984.798828,13926.60059
P06396,54,26479.73047,29408.1582,26638.30273,30322.92773,31999.63672,29601.50977,30608.15039,31627.56641,35299.89453,49890.45703,38170.58203,53679.39844,29278.21094,33892.20703,32578.10938,36635.37109,39104.10547,38198.91016,23066.20313,33564.89063,29978.97461,21762.67188,28044.79883,33224.08203,31681.2207,30892.88086,30648.77344,23094.92773,44032.20703,31981.41992,31199.28516,29155.02734
P06454,10,75437.53125,80760.60156,76820.21875,79245.85938,71700.60938,72873.05469,71488.28125,72290.3125,70595.08594,67440.03125,67251.13281,74509.97656,64145.11328,63204.24609,69615.86719,65661.11719,64213.91797,70725.13281,58441.40625,69644.14844,60488.67188,59446.58984,65771.85938,62626.00781,54141.375,54553.78125,55742.74609,54780.04688,53541.48828,55891.0625,55358.30078,49313.66016
P06493,52,71685.11719,75729.47656,76505.17188,79328.52344,72777.76563,75136.55469,79337.19531,78627.42188,71406.27344,76008.75,74169.79688,79106.625,74271.42188,78497.58594,81373.42969,82811.21094,74677.17969,76871.66406,74781.09375,80172.50781,72640.35938,79454.97656,76170.84375,74869.1875,65153.87109,72348.4375,72640.34375,66818.94531,61468.41406,68306.35156,75135.57031,66222.45313
P06703,24,105315.7891,96351.54688,96464.96875,103456.3906,102763.9219,93213.01563,98533.83594,107488.6094,127318.6563,113307.1953,116207.7031,114043.8359,125461.7969,117380.8594,116944.4609,116491.875,111666.9141,124411.1953,114176.7969,101169.7422,126626.1563,139231.3906,144390.7344,125766.375,105187.3984,138520.9531,128395.6563,122901.0781,167057.125,152985.9375,180894.3906,182584.2188
P06730,28,87865.90625,80383.75781,86431.60156,83445.875,71926.57813,72303.10156,64495.57422,64330.78906,92072.3125,95753.15625,91159.64063,87935.48438,85588.78125,81626.6875,81506.96875,91885.78906,76796.99219,61036.98438,58666.89453,48783.58984,60507.23438,49952.07031,68994.875,63908.40234,67429.14063,57117.25781,68559.47656,60608.66016,90108.8125,75886.16406,67767.60938,78025.57813
P06733,57,149185.7969,145937.9375,142976.9688,153281.2656,139557.9063,131838.9531,139020.8906,135627.0625,136339.2188,141263.2344,138180.4531,143171.1719,135695.6563,133974.1094,137497.1719,133702.6719,125110.8906,115871.2656,107987.9375,118509.6641,126070.1094,116747.7188,126842.6875,114171.9922,130053.7344,139914.4688,125800.5781,120644.7188,156331.5313,139219.9375,152794.0313,143882.2344
P06737,21,22689.01953,23749.99805,23009.77539,23217.48828,19186.16406,19321.46875,19581.77148,20019.7168,24000.93945,22955.48438,21885.39648,21286.15625,20948.87109,21843.5625,21068.12695,21608.97461,16144.16699,15225.58789,16284.37598,16829.40625,15836.6123,14752.65039,15704.98242,15619.60547,17664.17578,16965.98633,18757.29883,18374.63672,23403.8457,22755.36133,23790.3418,21759.80664
P06744,21,126025.2266,129135.3984,132182.0469,141471.0625,96822.57031,106762.7656,112667.5078,112106.4375,125012.5547,129537.5234,128871.0313,131808.2656,118730.5625,131400.625,130106.3984,131976.8125,82963.9375,96525.03906,90954.23438,100700.2734,98912.64063,107707.2188,106372.1797,98557.85156,99991.44531,107967.7578,101339.0547,96452.53906,121119.4219,137179.7969,140154.9375,121952.5078
P06746,4,14052.00391,14499.12988,12236.32422,12839.67969,14654.41016,12954.71094,12730.5332,11775.09863,13095.95508,11528.44141,11552.47852,10937.44043,11021.83691,12898.55762,11052.21875,12296.03809,10814.37402,10924.47949,15539.31543,10380.88672,10376.00195,13013.20996,10256.32715,9947.668945,14934.52734,3461.132324,13645.90137,10947.32031,13948.70703,4705.921875,12501.72266,7774.478027
P06748,2,355204.1563,333587.5313,321638.125,345892.0938,417084.0313,326409.375,356676.1875,366714.9688,388137.5,379173.6563,394692.5,375296.7188,386899.9688,396815.8438,394706.25,372704.75,364351.8438,297207.7813,275377.1875,300543.3438,340951.1563,337231.3125,313728.0938,323057.4063,320708.4688,333582.625,332834.4063,331755.1875,329396.9063,336397.25,341215.9063,301503.0938
P06753,21,49521.68359,44062.53906,47980.02344,48287.16406,46782.26172,45571.21875,46929.67969,49826.75,52153.4375,41390.07422,48504.20313,50638.66406,48169.40234,48060.60938,46598.26953,49913.87891,42402.26172,36974.22656,38401.13672,40684.59766,45770.84766,39948.20703,44430.08594,37337.75781,41889.26953,50271.98047,48749.35938,39607.34375,55716.97656,59438.80469,61434.24219,56993.62109
P06899,51,378204.2813,395175.0625,368891.25,406547.1563,435574.4375,370137.7813,399811.875,407657.5625,284299.1563,345096.0938,319277.2813,320672.0938,303668.5625,301260.3438,305849.3438,270710.9688,424676.25,340315.3125,334346.375,388103.7188,380470.125,380596.3125,384418.4375,360826.2188,375606.25,457597.7188,423275.625,392220.0938,416276.4063,406161.0938,428881.5625,402524.8125
P07108,27,32662.98633,26847.12695,31624.56641,29222.27344,34455.60156,28942.00781,25783.75977,28077.12109,27236.21094,27653.60352,23439.58398,25604.62891,33226.41016,27964.17773,23902.05664,28274.84375,30386.35156,36959.49219,35571.07422,33795.32813,37682.52344,26913.97266,42483.45703,40729.52344,44231.42188,41765.30859,56868.28516,44712.05469,41538.27734,45809.87109,47443.25,51381.91016
P07195,57,39078.38281,37812.59375,39112.26172,40175.35547,26366.22266,27846.38672,28493.17188,30506.07422,31427.36328,33833.17188,33503.89844,32826.08984,34617.67188,35581.64844,35983.59766,38846.44141,27938.00391,32646.01367,32038.41406,32850.07813,36062.66797,40991.42188,36410.97266,35122.03125,40695.71094,43063.48047,39552.38672,44615.83594,55863.01953,54207.08203,55497.24609,51450.39844
P07199,51,32005.10547,28197.9375,28590.41992,27214.63477,34062.22266,27739.29883,27490.38672,24226.70898,27367.11719,26617.06445,25481.82227,26749.02148,26713.07813,22645.00781,24009.26953,23798.41406,32539.57227,29885.25781,30739.31055,29601.42578,32921.60938,32703.75195,33028.15234,35668.20313,36994.84375,36259.47656,37559.32422,34274.46875,33042.01172,31755.1875,31565.01953,35636.71875
P07205,61,103732.3281,87996.67188,99084.16406,175489.2344,95856.64063,23782.96289,32580.02148,59540.36328,30550.23242,64709.21094,57117.82031,63851.28516,23397.69141,43603.90234,42414.99219,39693.67969,4964.417969,9964.052734,9668.580078,4974.289063,9250.553711,6375.683105,4265.489258,2684.395996,2342.781738,5843.566895,4000.638672,3845.630371,4637.543945,1694.910889,4727.853516,2649.480469
P07237,39,37048.11328,37994.07422,37315.02344,36771.17578,28186.6543,28044.39844,29761.01953,29500.18359,44359.48438,46593.92188,43354.78516,44681.57813,41586.88672,40524.48047,39752.89453,39214.96484,23240.1543,23540.4082,24490.46484,24807.13672,24791.11523,25941.40234,26790.55273,26006.39063,22951.59375,24677.87109,23162.84766,23315.35938,39040.78516,39578.29688,35698.73828,36919.07422
P07305,33,158853.0938,158426.2344,161560.5625,169373.2813,169235.5625,166682.3281,159474.4844,152628.3906,138549.2813,139457.6563,143392.25,140642.5938,114297.5391,107359.6172,113297.7969,126533.5625,150368.0938,134742.2969,112424.25,120862.7109,156325.2188,153755.3281,145634.375,139247.0313,156159.7188,157615.3281,175973.0469,142910.5781,135168.8438,120480.0703,131365.2188,132358.0469
P07311,46,18024.36914,13565.19336,14539.95898,14729.08203,19574.35156,12301.75293,15133.17871,11811.30078,14910.90918,20280.40234,17741.25,15146.92969,8073.076172,14362.14453,15504.08105,13834.18359,22978.83203,7977.266113,8440.783203,10132.40625,16328.46289,10419.9082,9612.880859,13535.28516,18001.9668,13494.50977,12567.23047,17795.69727,26953.38867,13607.22656,17390.28125,10651.98438
P07355,21,119390.3438,116716.1641,116797.9375,127416.0313,102577.4453,100222.8281,103275.0859,106679.3906,116144.4844,116734.3672,114039.7969,114740.5469,102777.5313,106204.8828,110693.4375,112729.2656,94431.16406,90133.55469,80799.97656,92297.65625,86680.08594,88925.95313,93119.07031,84567.33594,90248.51563,101093.1953,90789.71875,86518.29688,122525.8906,120534.2031,123362.0547,117082.3359
P07384,26,14839.72949,13167.48926,12022.9541,14753.14355,14564.16797,11495.56055,9500.161133,9107.049805,16330.8623,15563.35059,12511.93848,13406.40332,12442.39063,9714.680664,9475.477539,9299.291992,11064.74023,9374.637695,10230.40332,8884.00293,10167.30957,9472.09082,7355.353027,7654.305176,10974.68652,8828.822266,7520.73291,7365.399414,4589.334961,6734.235352,9827.600586,7677.755371
P07437,37,559612.3125,558492.875,570691.375,587161.75,542804.5,484935.75,455066.8438,522016.5313,708205.6875,652238.8125,679439.9375,653924.8125,668891.75,562396.125,578768.5625,470941.8438,325788.5938,398498.0313,413268.4063,356556.75,383926.875,403892.5313,332358.5938,303651.0313,265601,261029.8281,207713.8125,180500.0313,108165.0781,354323.4063,229266.3125,171453.8125
P07737,35,180795.7969,171236.9688,167554.4531,179263.6719,177460.7031,162969.1094,169766.125,165298.7188,189731.6094,195556.6094,189179.4844,197467.6563,189761.5,170614.6406,178521.3594,176600.875,157450.375,150804.25,141454.25,148931.7188,156001.125,168422.8438,164760,157638.6406,140069.0781,160460.8125,172447.25,150158.4531,178811.25,153187.1875,186606.5469,179334.2969
P07814,39,47293.67969,49994.64453,49069.25391,50064.67578,39729.91016,42964.84375,42587.76172,43857.21484,60997.64844,62315.51172,60900.86719,62715.41797,58716.99219,59497.98438,57713.99219,58230.84766,37676.80078,33871.48438,35952.85547,36523.56641,30380.16602,30359.04297,31379.76367,30674.70117,32139.98828,30158.71094,28392.95313,30893.31836,43268.72656,47090.86719,43498.99609,44676.29688
P07900,24,111310.0234,103420.2734,106662.1953,105729.1094,101691.4375,91169.91406,95897.48438,94406.48438,118395.2266,120351.6953,118009.5313,120335.6563,121506.4688,115309.6484,114266.0469,112266.9844,106499.0547,105584.9922,97399.34375,98808.35938,106895.1328,104034.3438,100492.9063,108209.1641,106621.2344,104798.4922,103079.7891,104874.9922,125961.3984,119091.1719,125617.1484,120474.1406
P07910,38,187278.6875,181192.2188,186740.3125,184956.125,184385.8281,164758.2656,175101.7656,176711.8594,194517.2344,196710.6875,197726.0313,202572.5469,198139.2969,201517.9531,199788.0938,201069.7656,227382.3906,204527.4063,201528.3906,206907.7031,220619.9063,221306.0156,225288.0469,225600.7344,217516.0313,238551,217762.4219,226864.7188,243756.1406,224261.2188,222242.2031,222502.4844
P07942,19,66415.97656,47401.56641,58540.38672,58363.38672,57909.41016,43270.12109,43504.21875,44969.46875,53462.67188,47787.05078,52017.8125,44640.93359,55615.57813,43640.01563,48336.92188,43249.13281,44705.82422,42912.73828,49972.85547,48873.94531,40538.00391,34866.38281,38982.09766,41351.14844,34211.90234,51009.19922,40855.96484,34935.15234,35037.95313,55425.24609,42249.68359,52473.48047
P07947,12,7155.144531,11727.32617,9273.992188,10050.91309,8902.138672,5592.356445,9452.475586,9811.558594,11771.63867,11903.76465,8891.529297,11342.78125,9189.003906,7990.595703,6389.259766,10636.13086,8338.270508,3284.890625,6844.130859,3498.564941,2689.09375,5602.777344,2864.012939,5967.224121,6025.710449,2892.08374,5657.691406,3493.959717,3791.508301,6964.202148,3559.942383,8413.533203
P07951,48,117744.6406,83150.17969,81226.02344,83556.64063,110283.2578,67642.04688,68997.22656,70861.32813,90007.96875,81843.57031,71347.3125,76706.34375,83807.74219,68045.17188,59539.77734,58165.39453,71734.10156,40067.21094,37710.92188,42542.82813,45010.91406,40484.64453,41020.34766,40925.67578,61525.52734,54294.67188,64290.18359,47704.44141,80625.61719,75416.60938,58119.41406,64001.58203
P07954,21,39093.46484,34871.6875,35695.33203,38611.38281,33647.44922,25661.51758,26796.12891,29105.2793,32573.46484,30205.5293,26742.97461,26933.42188,32475.33594,31074.10547,33277.26563,32068.18359,25999.71484,25307.71094,24432.25586,30736.22656,26887.81445,27826.15039,29059.88281,23315.91602,36569.92578,41890.60938,37247.05078,34203.98047,55439.52344,56614.65625,47241.24609,47255.59766
P07992,26,13438.05469,10941.88086,11835.76172,4394.984375,17108.7793,8098.293945,10919.44238,5781.813477,10528.83496,17218.02344,11948.01074,11728.59082,15076.70605,2227.637451,13523.08398,9912.011719,5175.317383,6032.668457,6305.139648,3026.197998,4536.447754,8805.032227,3696.683594,7231.70459,7161.512695,3660.803223,7627.352051,3030.186279,10463.50879,6094.353516,3115.29541,7362.65918
P08047,34,41015.79688,35621.91016,41873.60938,43551.07031,48542.50781,43214.65234,44344.98828,41786.45703,44519.69531,40163.83203,46194.26953,46799.16406,42991.09375,40643.17578,40681.46484,40537.21094,47108.95703,40543.16016,40876.45703,38371.22656,39974.9375,36172.14063,35962.57422,37763.15625,35389.53516,39335.95703,35684.66016,37252.99219,34171.67188,36903.46094,31646.7207,33213.49219
P08133,57,29773.4375,28856.34375,28982.06055,30847.26953,28547.13867,29006.89453,30117.64063,30941.91406,30393.89258,31200.66992,30975.47852,31202.61914,30143.77148,31220.81055,31445.91797,33046.72266,27979.85938,28931.36719,28054.00977,29408.64453,31893.84961,33020.5,32011.47656,32460.26367,34355.44141,35145.92969,34009.54297,32254.20898,40188.49609,45424.86719,42232.17969,42776.01172
P08195,28,31246.28906,27526.64063,26394.6875,27999.14453,26053.64844,24874.51367,27698.43945,28123.61719,32671.69727,37230.82813,35111.55469,35459.83984,30996.07227,29543.04492,29141.79492,31088.10938,19745.82031,18481.46875,17720.88281,16193.24023,23638.35156,18077.09766,21643.89063,19042.34961,23645.69727,21410.02734,24072.00195,19439.13867,31365.04102,30479.34375,28264.33594,29371.18164
P08237,28,27972.54102,27718.60156,29222.61328,28231.56836,25532.73047,26496.90039,26234.53125,27399.64453,32173.25391,32631.98633,33306.17578,32518.16016,30295.375,31750.69336,31961.625,33250.10938,21325.19727,21827.17773,22601.52539,22733.43555,20514.6582,22163.50195,21266.56641,23018.3125,21517.98438,19459.38477,21703.86328,21141.00391,26053.91016,27680.41602,26450.25,29152.02734
P08238,35,209610.5469,198383.8906,200365.1719,201142.7031,200614.2813,184330.9844,188716.1406,182855.6875,238956.875,246653.9531,239483.1563,241654.625,235446.5,229000.6875,228929.8125,225585.1406,207799.1563,189374.1719,184939.8594,189581.2188,204559.125,203776.625,200474.5625,198529.9063,208185.7656,196397.2656,208607.6094,203249.6094,263749.875,239581.7188,252319.3594,253112.3125
P08240,41,20194.89258,19719.7207,20470.79102,17620.19727,18368.00391,19344.23828,18688.92578,18825.95703,21680.03516,21813.6582,18828.01172,20213.39844,20981.89453,20968.02734,22191.18359,21306.2168,11557.06055,10268.75586,12226.47559,12096.7793,10095.05176,10283.90332,10230.96875,10011.23145,11124.26855,12741.00684,11290.2666,12432.4248,17033.19531,19729.26563,14671.48145,15273.04199
P08243,2,16453.17773,17942.79297,15734.12109,17056.08984,17114.54883,16026.72656,16713.24219,15926.19336,24133.13867,24437.27539,21966.80273,22428.67773,17139.35547,20257.29492,19834.4707,17659.00195,16093.84863,15875.5957,18146.33008,15453.30273,20813.07422,22770.82422,22738.7793,21488.95703,18791.00195,18303.55664,16835.26367,20791.72852,19195.34961,21050.42383,23272.68945,19966.14258
P08397,12,24702.54883,27283.64063,24448.75391,29900.48828,25900.77734,29364.87109,31518.51367,27928.51563,24451.5918,35877.81641,31395.4668,32443.4082,34931.74609,23408.64258,29171.87695,30325.03906,8872.850586,10149.39453,13930.03027,7177.313477,11480.5,12629.81641,6916.742676,13408.79785,9395.367188,10547.34668,12910.07129,8972.263672,12221.94043,17750.04297,15019.3291,16790.14063
P08473,62,266087.0938,338275.9375,321626.4688,331365.0625,267307.9688,336135.375,313772.0313,379600.4063,335646.4688,356190.0625,349443.2188,354905.0938,309334.25,335397.125,388320.125,386355.8125,257452.7344,411450.9688,377803.9375,378658.5625,340602.2188,399364.4375,378431.6875,412275.1563,259426.2031,258178.6875,275753.25,346562.875,310136.7813,333128.75,515891.0313,377448.2813
P08559,21,7774.693848,2906.97876,5067.697754,3572.465576,8295.650391,3334.236328,3591.103027,2806.42041,7009.81543,3094.940918,4906.304688,3360.967529,7651.151855,3203.441895,3504.199951,2910.147949,5051.956055,7656.967285,4146.692871,7361.604492,6359.752441,3394.58667,6026.394043,4044.861328,5639.287598,9302.202148,14472.62402,4348.485352,12260.73438,10748.32617,23996.18555,18397.4082
P08579,52,46901.61328,45060.17188,48753.39453,50580.47266,42680.82813,47031.36719,48457.90234,46479.40625,51138.70313,48000.98828,47243.75391,50655.25391,49241.54688,54287.92188,54551.96875,56382.94531,57778.64063,53115.98047,54199.49609,53642.09766,57621.00781,60393.21484,52441.20313,58725.35156,53664.04688,56383.95313,54694.04688,56359.78906,52260.11719,57356.93359,55379.42578,50783.36328
P08621,32,112867.3203,109048.4063,107318.0391,110715.6875,122403.3906,112153.9922,119201.5234,113030.1328,104221.4766,104740.9922,102841.3203,101938.625,101782.2578,97880.29688,100341.1328,100365.0938,125456.9219,119315.0313,118236.4531,112253,124577.9063,127266.3984,124749.4297,131632.25,128355.9141,128222.1016,122164.25,125052.8516,111037.6953,109947.1016,115926.0469,110718.5547
P08651,30,45885.58594,41897.64453,47249.25,43438.24609,48933.40625,44086.19141,45568.0625,45794.21484,41394.53516,40142.42578,40583.63281,42168.62891,35426.32813,38524.07422,40399.8125,41276.07031,41097.58203,30880.47656,31825.01172,36261.54688,28462.89258,23771.81055,25454.5957,29868.43359,25960.85352,24142.51758,26586.51953,27139.37891,27375.68945,20850.70313,19317.70703,23529.2168
P08670,51,259712.2969,237792.1563,243660.4063,243948.2656,271780.9688,248996.75,255432.2188,246635.375,214784.0469,216685.5781,210365.5156,213126.7969,224007.0313,212055.4063,217069.1406,206792.3125,279219.4688,269166.7813,251997.5781,259319.5469,277151.4063,282365.4375,276515.5625,271066.4063,288112.375,293657.1875,304004.375,285323.2813,289886.7813,261401.9688,289294.5625,281420.5
P08708,60,45324.70313,40688.66797,43535.125,49035.91406,65925.91406,65445.39844,64400.21484,63148.73828,89921.08594,100897.0938,90492.02344,97131.79688,79080.08594,69226.89063,82191.65625,83112.57813,65875.52344,53719.66016,50331.3125,53919.95313,47789.96094,40504.35938,47728.35156,45030.02344,42700.03906,48462.92969,41175.34766,38646.51172,53429.0625,43518.91406,51724.83984,43498.42969
P08729,51,145677.6094,129766.2344,133371.7969,137740.4219,143762.9063,136813.1875,137118.125,137473.2031,121718.4297,120910.3359,116136.7969,120070.5313,120185.0703,113828.75,111959.3906,110874.1328,156793.875,129203.4531,127269.9766,125046.8828,139431.25,127802.1641,129741.2891,133581.75,140629.0313,136103.2969,144216.5156,136369.0313,135400.2813,121308.9531,130438.2969,131360.7031
P08754,39,65230.49609,55578.75781,63718.38672,63068.48438,49365.25391,48462.72266,53700.05469,54957.18359,66032.47656,76193.85156,73632.32813,81143.26563,60421.79688,69655.125,72625.8125,69912.8125,36939.625,49719.59375,45134.77734,46518.65625,47140.89063,18491.76367,43909.65625,40200.39453,41731.29297,46932.48047,35773.79297,34876.01172,60757.00391,58318.69922,50225.80469,30992.92969
P08758,27,61176.29297,54445.54297,58363.18359,59501.63281,57521.57813,56997.08594,62078.07813,55236.87109,57773.16797,57060.00391,60412.8125,59844.44531,58709.51563,57418.69922,56824.92188,58482.40625,60276.01953,49621.86328,45539.87891,53129.69531,53606.53125,51688.92969,58686.6875,53399.71875,51401.76172,64946.11328,57525.83203,52895.29297,57210.02734,53118.29297,61568.16797,50858.97656
P08779,14,15689.02832,17732.24023,15081.56055,17812.62695,21491.98047,19259.14063,16258.0752,17021.98828,14660.21875,25147.66992,19815.25195,13991.12012,19707.62891,19725.82617,15321.27051,13493.80859,18317.0918,17350.13672,15857.69141,13514.19629,17084.80273,16424.68164,14141.26563,19696.58984,20596.39258,33655.55859,23586.94727,17311.33984,21078.26367,19013.26563,6716.706055,17383.6582
P08865,39,34160.16016,38230.09375,36234.70313,43126.25,34331.85156,38010.28516,40101.51172,45254.32422,51646.82422,56865.90234,45140.11719,54685.23828,44775.41797,45713.03516,39860.94922,52782.05078,28038,24394.0332,25534.47461,29767.50195,28558.95898,23108.73438,29489.75977,33834.21094,36232.23047,34192.38281,36927.09766,26969.62891,36052.44141,41535.48828,33709.29688,44492.32031
P09012,52,97133.10938,91249.64844,99914.02344,99151.57813,104704.3672,93617.94531,96031.78125,98699.22656,98552.38281,96846.375,96245.95313,105435.5078,100689.4844,97522.76563,101134.7344,102544.7969,113494.9531,111114.0547,104231.625,109176.2656,112224.9844,115084.2344,117276.375,100215.7344,95316.21094,109362.9219,103684.7734,92974.01563,101543.2344,101404.3125,106026.4922,106166.6172
P09038,11,19806.36133,16407.89258,15464.94531,15669.13672,20935.83789,12627.62695,14245.87695,13536.9707,17828.19531,16031.79883,10179.62988,12370.12793,16821.21484,6113.720703,11995.69531,9204.905273,13784.40527,6113.266113,5337.986816,8269.769531,7602.525879,5323.004395,5063.131348,6261.366699,5235.16748,5304.182617,6002.414551,8269.801758,9344.841797,1966.999268,7910.287109,1590.48584
P09104,62,114925.7188,113215.0859,87659.28906,92589.05469,105222.7266,95815.10156,83698.10938,80251.5,123140.9453,121471.2031,91484.74219,104051.7422,101972.2734,86783.25781,94904.41406,77619.66406,89358.88281,106473.1797,95781.96875,77946.28906,83049.82813,90097.4375,100909.6875,84442.96094,94887.92188,86523.09375,43705.24219,53894.64453,89999.55469,72800.33594,89520.32813,102056.2344
P09132,15,7653.54834,8241.128906,9383.966797,7856.188477,7040.002441,8386.286133,9865.75,7623.490723,5064.883301,11737.76758,10381.19043,14073.02246,8972.536133,6545.818848,11926.50488,12926.59961,5005.779297,5771.745605,7503.024414,7570.530273,2416.487061,6870.07373,4967.766602,4438.578125,4395.496582,2246.878418,4681.413086,6635.416992,16254.12598,17846.125,15082.19434,3148.022217
P09211,39,83631.67188,82798.17188,79478.02344,85902.85938,79195.74219,67816.47656,68514.10156,70561.75781,111026.9688,94728.27344,92977.91406,95278.42188,88251.82031,86223.08594,91342.5,90808.14063,55249.375,64589.58594,55284.32813,63291.05469,66159.39063,53899.60938,67580.25781,58656.28516,51799.94531,66026.80469,50074.08203,62399.14063,76446.25,69094.51563,73701.03906,75597.78125
P09234,38,152629.6094,146385.2031,150155.1719,145614.2344,152298.0156,143591.1406,144669.1719,142742.375,153193.3281,154654.0938,157066.9063,145444.6094,150473.0156,160380.2031,160195.4688,154570.8906,186982.6563,182573.6563,170302.625,164055.5,179681.4375,161316.9219,173624.125,164993.2031,165738.0156,177407.8281,175588.7813,169326.8438,175738.625,168175.8125,159318.9844,175032.5313
